Dewar	Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12															
	T	286	C1	ACD 2586	Hemidactylus		Philippines																																
	T	286	C2	TarsGen 2008-001	Tarsius	syrichta	Philippines	Bohol					Blood Smear (n =2)																										
	T	286	C3	TarsGen 2008-001	Tarsius	syrichta	Philippines	Bohol					Blood Smear (n =2)																										
	T	286	C4	TarsGen 2008-002	Tarsius	syrichta	Philippines	Bohol					Blood Smear (n =2)																										
	T	286	C5	TarsGen 2008-002	Tarsius	syrichta	Philippines	Bohol					Blood Smear (n =2)																										
	T	286	C6	RMB 9000	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	C7	RMB 9001	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	C8	RMB 9002	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	C9	RMB 9003	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	D1	RMB 9004	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	D2	RMB 9005	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	D3	RMB 9006	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	D4	RMB 9007	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio																												
	T	286	D5	RMB 9008	Parias	macgregori	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	D6	RMB 9009	Parias	macgregori	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	D7	RMB 9010	Parias	macgregori	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	D8	RMB 9011	Gekko	porosus	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	D9	RMB 9012	Gekko	porosus	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E1	RMB 9013	Gehyra	mutilata	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E2	RMB 9014	Gehyra	mutilata	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E3	RMB 9015	Gehyra	mutilata	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E4	RMB 9016	Polypedates	leucomystax	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E5	RMB 9017	Polypedates	leucomystax	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E6	RMB 9018	Polypedates	leucomystax	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E7	RMB 9019	Polypedates	leucomystax	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E8	RMB 9020	Polypedates	leucomystax	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	E9	RMB 9021	Polypedates	leucomystax	Philippines	Batan	Batanes	Ivana	San Vicente	Sitio Chyaten																											
	T	286	F1	RMB 9022	Lycodon		Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F2	RMB 9023	Draco	jarecki	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F3	RMB 9024	Draco	jarecki	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F4	RMB 9025	Varanus	salvator	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F5	RMB 9026	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F6	RMB 9027	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F7	RMB 9028	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F8	RMB 9029	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	F9	RMB 9030	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	G1	RMB 9031	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	G2	RMB 9032	Laticauda	colubrina	Philippines	Batan	Batanes	Basco	Kayvalugangn	Sitio masupit																											
	T	286	G3	RMB 9033	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	G4	RMB 9034	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	G5	RMB 9035	Lycodon		Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	G6	RMB 9036	Lycodon		Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	G7	RMB 9037	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	G8	RMB 9038	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	G9	RMB 9039	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H1	RMB 9040	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H2	RMB 9041	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H3	RMB 9042	Luperosaurus	cf macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H4	RMB 9043	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H5	RMB 9044	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H6	RMB 9045	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H7	RMB 9046	Gekko	porosus	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H8	RMB 9047	Gekko		Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	H9	RMB 9048	Gekko		Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I1	RMB 9049	Eutropis		Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I2	RMB 9050	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I3	RMB 9502	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I4	RMB 9503	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I5	RMB 9504	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I6	RMB 9505	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I7	RMB 9506	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I8	RMB 9507	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	286	I9	RMB 9508	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A1	RMB 9509	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A2	RMB 9510	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A3	RMB 9511	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A4	RMB 9512	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A5	RMB 9513	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A6	RMB 9514	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A7	RMB 9515	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A8	RMB 9516	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	A9	RMB 9517	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B1	RMB 9518	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B2	RMB 9519	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B3	RMB 9520	Polypedates	leucomystax	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B4	RMB 9521	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B5	RMB 9522	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B6	RMB 9523	Draco	jarecki	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B7	RMB 9524	Gekko	porosus	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B8	RMB 9525	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	B9	RMB 9526	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C1	RMB 9527	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C2	RMB 9528	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C3	RMB 9529	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C4	RMB 9530	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C5	RMB 9531	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C6	RMB 9532	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C7	RMB 9533	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C8	RMB 9534	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	C9	RMB 9535	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	D1	RMB 9536	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	D2	RMB 9537	Parias	macgregori	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	D3	RMB 9538	Gekko	porosus	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	D4	RMB 9539	Gehyra	mutilata	Philippines	Batan	Batanes	Basco	San Antonio	Chadpidan																											
	T	287	D5	RMB 9540	Parias	macgregori	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	D6	RMB 9541	Parias	macgregori	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	D7	RMB 9542	Lycodon		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	D8	RMB 9543	Polypedates	leucomystax	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	D9	RMB 9544	Polypedates	leucomystax	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E1	RMB 9545	Polypedates	leucomystax	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E2	RMB 9546	Polypedates	leucomystax	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E3	RMB 9547	Polypedates	leucomystax	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E4	RMB 9548	Eutropis		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E5	RMB 9549	Eutropis		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E6	RMB 9550	Eutropis		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E7	RMB 9551	Gekko		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E8	RMB 9552	Gekko		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	E9	RMB 9553	Gonyosoma	oxycephalum	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F1	RMB 9554	Gekko		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F2	RMB 9555	Gekko		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F3	RMB 9556	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F4	RMB 9557	Eutropis		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F5	RMB 9558	Gekko		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F6	RMB 9559	Eutropis		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F7	RMB 9560	Gekko		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F8	RMB 9561	Gekko		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	F9	RMB 9562	Gehyra	mutilata	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G1	RMB 9563	Gehyra	mutilata	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G2	RMB 9564	Gehyra	mutilata	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G3	RMB 9565	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G4	RMB 9566	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G5	RMB 9567	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G6	RMB 9568	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G7	RMB 9569	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G8	RMB 9570	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	G9	RMB 9571	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	H1	RMB 9572	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	H2	RMB 9573	Eutropis		Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	H3	RMB 9574	Lepidodactylus	balioburias	Philippines	Sabtang	Batanes	Sabtang	Chavayan																												
	T	287	H4	RMB 9575	Gekko		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	H5	RMB 9576	Gekko		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	H6	RMB 9577	Lycodon		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	H7	RMB 9578	Gekko		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	H8	RMB 9579	Gehyra	mutilata	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	H9	RMB 9580	Gehyra	mutilata	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I1	RMB 9581	Draco	jarecki	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I2	RMB 9582	Gekko		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I3	RMB 9583	Eutropis	multicarinata	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I4	RMB 9584	Gekko		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I5	RMB 9585	Gekko		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I6	RMB 9586	Gekko		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I7	RMB 9587	Gonyosoma	oxycephalum	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I8	RMB 9588	Eutropis	multicarinata	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	287	I9	RMB 9589	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	288	A1	RMB 9590	Eutropis		Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	288	A2	RMB 9591	Eutropis	multicarinata	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	288	A3	RMB 9592	Eutropis	multicarinata	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	288	A4	RMB 9593	Lepidodactylus	balioburias	Philippines	Batan	Batanes	Ivana	Salagao	Sitio Imnadyed																											
	T	288	A5	CDS 2611	Limnonectes		Philippines	Samar	Eastern Samar	Taft			"***PRESUMED FIELD NUMBER, J. FERNANDEZ MISTAKES POSSIBLE, SEE CDS"																										
	T	288	A6	CDS 2612	Limnonectes		Philippines	Samar	Eastern Samar	Taft			"***PRESUMED FIELD NUMBER, J. FERNANDEZ MISTAKES POSSIBLE, SEE CDS"																										
	T	288	A7	CDS 2613	Limnonectes		Philippines	Samar	Eastern Samar	Taft			"***PRESUMED FIELD NUMBER, J. FERNANDEZ MISTAKES POSSIBLE, SEE CDS"																										
